tweetid,status,created_at,userid,nickname,status_count,verified,verified_type,follower_count,gender,rank,reposts_count,like_count,follower_count,follow_count,comments_count
4089677189268298,在最高检表态介入聊城辱母杀人案几小时之后，山东省检察院、聊城相关部门纷纷表态称高度重视，已经对警察不作为，高利贷、黑社会等情况立即展开严查，呵呵！非等舆论炸锅上级督办才这么心急火燎的高度重视了，早干嘛去了？辛苦洗地者可要有个心里准备！ ​,Sun Mar 26 22:28:07 +0800 2017,4089677189268298,走马微天下,11960, false,220,85031,m,39,18,7,85031,1692,6
4098974492948439,#解盘# 突然觉得我们这些操盘手大多都是一群墙头草，看风使舵，很少有真正铁骨铮铮的汉子。像于欢这种一怒杀人为辱母的汉子不多见，像哥这种敢于仗义执言路不平一声吼的股评家更是万中无一。也许我们生于和平年代，国家与个人利益没法计较。但是是非与曲直，我们还是要分个明白。好了首创股份最终还是封死跌停，对那些对上头唯命是众的操盘手的自杀行为，哥也就不想再想说什么了。睡觉去了，,Fri Apr 21 14:12:17 +0800 2017,4098974492948439,126传奇,4747, true,0,76611,m,26,0,0,76611,657,0
4090023617737727,#刺死辱母者被判无期# 【当妈的被侮辱 儿子如果无动于衷 这个社会就真的完了】视频里这个简单回答反应了大部分人正常的三观。 有些弄不清舆情和民意区别要么是傻要么是坏，个别一小撮整天烂蹦哒跳着脚挤兑说大家不懂法，无非比别人多记了几个法条，满世界卖弄，不要忘了法是谁定的，是大家推荐的代表定的，大家都觉得不合理，大家就有权改了它。,Mon Mar 27 21:24:42 +0800 2017,4090023617737727,美女味,20486, true,0,3924827,f,44,13,97,3924827,2600,96
4091481008441648,#阿俊仔闽南语脱口秀# 第2期-辱母案 #高山川俊# #辱母杀人案# 网页链接 . ​,Fri Mar 31 21:55:51 +0800 2017,4091481008441648,高山川俊,2481, true,0,10051,m,26,1,5,10051,1555,1
4089896182487629,山东&quot;辱母案&quot;死者是两对双胞胎父亲 家人拒受访 ，分享自@百度手机浏览器 1.死有余辜，2.厚颜无耻，3.杀一儆百不可取，要全部剿灭，4.横竖一条命，让资产阶级敌人、让地痞流氓颤抖吧 网页链接 ​,Mon Mar 27 12:58:19 +0800 2017,4089896182487629,步冲青云,4807, true,0,606,m,31,1,1,606,481,0
4089556372133743,济南警方官微疑回应“辱母案” 暗讽网友是驴？ 济南警方官微疑回应“辱母案” 暗讽网友是驴？哦 济南警察真牛逼 ​,Sun Mar 26 14:28:02 +0800 2017,4089556372133743,新爵罗的珠宝猫,88777, true,0,2351674,f,47,2,8,2351674,58,0
4104213040345704,山东高利贷辱母，杀人案的后续：出了事就抢着把高利贷从业者处理了，没出事就。。。。。。这个是类似于城管与占道小贩的关系。 ​,Sat May 06 01:08:24 +0800 2017,4104213040345704,数见红尘应识我,6868, false,-1,200,f,30,4,2,200,50,5
4090440809168960,#刺死辱母者#这事是《南方周末》爆出来的。我一听说是《南方周末》就明白为啥这事情会产生这么大的轰动了。我找到了刺死辱母者的原文，果然不出我所料，整篇文章充斥着坏人有多坏，多么欺负人，于欢多可怜，多冤枉。整篇文章貌似有理有据，但是它不停在用这些东西在引导我们的判断，挑起我们对判决的谴责甚至对法律公信力的质疑。作为一篇调查报道，我没有看到被害人，法院，公安机关等事件其他当事人的发声，只是一味的渲染于欢的人的悲惨和讨债者的残忍，明显缺失了媒体本该有的客观公正。南方周末做这种事不是第一回了，之前我就关注过它一篇有失偏颇的报道，不妨搜索“走廊医生”的新闻事件，你就知道南方周末是如何把一个私心医生包装成反对医疗黑幕的斗士的了。而于欢这个人，其实也是一个被包装的所谓孝子，见义勇为者，然后用断章取义个混淆视听来激发公民对司法公正的扭曲的渴求，从而提高事情的关注度以谋取自己的利益。真正损害的是司法的公信力，国家的权威，每个人都有自己的理由去随意剥夺别人的生命，无论是侮辱我妈还是他先怎么怎么了，最后我们每个人杀人都有理了？那我以后也有理由就捅你一刀？那社会还怎么良好运转？况且于欢真是因为辱母杀人？或者真是防卫过当甚至正当防卫？我花了很长的时间阅读法院的审判书，其中非常明确的写明了事件发生的过程，希望大家可以静下心来看一看，查查法律依据，而不是什么也不知道就跟着别人一起起哄。从审判书披露的事件经过来看，辱母并不是杀人的直接诱因，顶多算是很多因素之一。于欢捅人之前讨债者让他坐下他不坐，就打他，然后他就摸出了刀子捅人，而且还是乱捅，还是别人跑了后追着别人去来了一刀。大家可以自行去查阅《刑法》二十条对正当防卫和防卫过当的规定，看看判决书的事实，你说这是正当防卫？他连防卫过当都不是。说白了就是你打了我，侮辱了我，我火了，我就捅你，捅死了。我绝对不同意这也叫正当防卫。那那些激情犯罪的都是正当防卫了，只是起因不一样罢了。判他故意伤害罪也没有问题，判决书里解释的很清楚，也明确了被害人行为的非法性，很充分的考虑被告的可怜之处。说句实在话如果没有辱母等被害人的过错在先，判他死刑也不为过，无期好好表现还能争取出来，量刑挺合适的，无论怎样你杀了人，没让你偿命，还给了你机会出去，挺人性的了。接下来对一些微博上的人和文章说两句。有一篇标题《刺死辱母案:读完一审判决书，我感觉智商收到了侮辱》的文章，我一看标题我就感觉法律受到了侮辱。就像这张图里他的文字一样，很明显对法律最基本的了解和敬畏都没有，你有什么资格对司法机关的感觉说三道四？智商受到侮辱这种字眼是一个客观理性的公民应该说出的话吗？还有很多人直接就什么法律就是用来欺负老百姓的，就是保护有钱有权的人的。像说这种话的人我他们的话，笑一声，说句智障就过去了，不愿意费口舌和脑细胞理他们。当然也些有想法的朋友们提到法律要有人文关怀。其实这想法挺好的，表达起来挺舒服（比起张嘴就骂的人舒服多了）但在我看来，在当代社会，法是需要大于情的。中国这么多年一直是情大于法，结果导致了很深的社会顽疾。我们的国家正在建设中国特色社会主义法律体系，就是为了通过强有力法律的来规范包括所谓“情”等因素所导致的社会秩序的混乱和生命财产收到的不发侵害。在这种背景下，法需要大于情。我还看到有些人拿欧美的类似事件做比较。但是我认为，社会的发展需要过程，法律这种涉及到所有人利益的根本性问题更不能因为一个或几个事件就用大跃进的思想去要求他，否则会有更多人的利益收到损失。欧美国家的法律体系在几百年的完善后已经相当细化和完整，公民也总有相当强的法律意识。整个社会从大事到小事，从集体到个人都了解和敬畏法律。人家的法律已经发展到什么事还怎么样清清楚楚而且大家都懂法，他们才去开始思考人伦关怀。而我们的法律还不完善，甚至很多地方都模糊，无法可依。我们的很多百姓对法律都缺乏最基本的了解和敬畏，去谈人伦关怀岂不是太远了吗？说白了，这件事就是一个在法律上没有太大争议的案件在某些无良媒体的包装下，某些无知的“键盘侠”的跟风炒作下产生的。这件事最后升级为了对法律的质疑和对我们的司法和政府的怀疑甚至藐视。我们的舆论真的病态到了何等严重的程度。当然我们就事论事，涉黑的人会怎样处理，辱母的事情会怎么处理，警察到底有没有不作为，高利贷等非法的金融活动为啥停不下来，背后是不是有其他势力，实体经济为何融个资都这么难。。。好多问题都需要我们去理性的思考，理性的给出答案。现在，各个部门都开始动了起来，去寻求这件事背后的问题的解决方法，我们也会一直关注着，等着答案，该收拾的一个也别想跑。真的希望无论在我们的法治进程中，还是社会舆论的完善中，这件事情会产生巨大而深刻的积极影响。对我们来说，知识，常识，理性，客观，冷静，也是很重要的。,Wed Mar 29 01:02:28 +0800 2017,4090440809168960,李监监,47, false,-1,54,m,9,230,213,54,66,325
4091499702483113,评论@秋田阳光 的博文【[转载]于欢父亲被揭是县地税局长集资数十亿，辱母案黑揭黑揭开冰山一角】：&quot; 辱母案双方现状：于家捐款不断 杜父称杀人偿命|辱母案|于欢|杀人偿命_新浪新闻 网页链接&quot;查看原文：[转载]于欢父亲被揭是县地税局长集资数十亿，辱母案黑揭黑揭开冰山一角 ​,Fri Mar 31 23:10:08 +0800 2017,4091499702483113,湖北阮国春6688,12365, true,0,6001,m,36,3,2,6001,2626,2
4093179810040652,#山东辱母案#间接把金融问题放大了，#泸州太伏中学事件#又把校园暴力问题放大了，前一段的逃离北上广是关于住房问题的放大，只要是存在问题，就必然会因为某件看起来的所谓的“小事”而被放大，别说不存在问题，问题是肯定存在的，不然不会被放大。所以，留给这届领导班子的考验，越来越多了！ ​,Wed Apr 05 14:26:17 +0800 2017,4093179810040652,薛老尸,7704, true,0,6295,m,33,0,14,6295,2506,3
4090188147973964,网页链接好深刻，原来南方周末此时报道辱母案，是为了冲击我国的金融体系！！ ​,Tue Mar 28 08:18:29 +0800 2017,4090188147973964,祁大年,17197, false,-1,3749,m,38,2,0,3749,1767,1
4091837121929965,跑步时我喜想一些事，或思考什么，辱母案，或许再过一个星期就退出观众视线了，之后的河南多名初中生被强奸的事，硬是被压下去了吗？后台是有多强大？这个世界是黑暗的，生活远比电影精彩，比电影里的大反派更黑的人很多，只是他们和十几亿比起来很少，我们遇到的几率也小，但他是存在的。黑暗没有向我们伸手。,Sat Apr 01 21:30:55 +0800 2017,4091837121929965,qepuwyq,113, false,-1,40,m,9,1,4,40,218,1
4093461672012883,微信公众号“小警之家”报道：目前我们看到的是涉黑的催债集团对苏银霞造成侮辱，但是背后苏银霞非法吸收的几十个亿的存款给多少个家庭造成了灭顶之灾，苏银霞夫妻假借其他公司的名义进行非吸并且是这个案件的主犯，该案骨干成员7、8人已经被全部羁押，“辱母案”发生在他们被刑事羁押之前。 ​,Thu Apr 06 09:06:18 +0800 2017,4093461672012883,汤本,4391, true,0,456368,m,17,0,1,456368,381,0
4104862650711677,南方周末中“辱母杀人案”的报道，应该也有媒介构造的成分吧，用模糊又具有向导性的“不可描绘”，引起民众的对于底线突破的愤怒。再者，在事件描述中，只有一方证言，而无另一方的任何声音，将舆论引导在“无辜母亲受极端侮辱，愤怒的儿子失手”这样的议题上，媒介的构造对受众成员产生极大影响，也引起了新一轮舆论讨伐。,Sun May 07 20:09:43 +0800 2017,4104862650711677,我是小卷儿呀,155, false,-1,57,f,8,1,0,57,96,1
4091000895448432,#刺死辱母者#请不要借“辱母案”煽动仇恨1、舆情发酵了几天，似乎该冷静了。持续红热没有意义，就像热铁要去淬火，才能变得锋利。但是眼看着事情却在悄悄变味，冷静分析的少了，谩骂的多了，仇恨与暴力充满了舆论场。公众已经不能接受任何反对意见了！我说他们是黑社会，你说不是，你就是黑社会的狗腿子。我说是正当防卫，你说不是，你就是没脑子的洗白狗。我说没有事实，不要道德审判，你说新闻都报道了还要什么证据。还有类似这样的话，“如果你妈被侮辱了你怎么办”、“让主审法官的妈妈也来被侮辱一下，看看他怎么办”充斥整个网络。然后舆论开始转向人肉搜索、抱怨社会、攻击体制每个人都倾诉自己遇到的不满。舆论逐渐偏离了案件本身，人们不关心定罪量刑的问题，好像舆论已经进行了“末日审判”，媒体与公众正义在手。而所谓的案件成了情绪的突破口，仇恨的火焰烧的很高。2、媒体暴露了这个事情，事实证明随后的舆情也就脱离了媒体的控制。宣传总善于把复杂的事情简单化、口号化。《乌合之众》中说，跟大众不要讲什么逻辑，不要讲什么论证，需要的就是煽情，是煽动性的口号。刺死辱母者案真的应了这一点。本来复杂的刑事案件，公检法一起工作一年半才能结案，新闻媒体三天就审判终结千真万确了。新闻在只采访一方的情况下发了出来，然后自媒体又剔除了主要的背景与经过，突出了高利贷、黑社会、生殖器、母亲与愤怒的少年形象，最后煽情的提炼出一个词“保卫母亲”！静等着的就是民众情绪的燃烧，有人叫嚣“不保卫母亲还保卫国家干嘛”，有人则高呼“母亲都保护不了，我们抗日干嘛”，一切的问题被简化为母亲与敌人的对立。有人则大肆攻击司法腐败、黑社会高利贷、警察不作为与体制黑暗等等问题，情绪喷发，失去控制。 当然，这里少不了媒体添油加醋，渲染了大量捕风捉影的故事，比如所谓的黑社会身份、生殖器侮辱、警察不作为离开现场、于欢被暴力殴打等等事实。而这些报道被证明并不完全与事实相符，却正是这些“莫须有”的事实，一次又一次煽动着舆论的中的愤怒。3、 “刺死辱母者案”据说是“引爆”新闻，席卷各大媒体，持续评论有1亿多次，但我相信参评的人看完判决书的不会超过10%。所以整个舆论的发酵，很大程度上是脱离了事实，是完全情绪化的。很多公知、学者、律师都喜欢做事后诸葛亮，看着媒体搞业务学习，显得自己很正义、自己业务水平比别人高一筹。好像当年同样是学法律的，公检法的都是一群笨蛋、贪官污吏，就他们才华横溢又为了正义事业奋斗。其实都不过是马谡、赵括纸上谈兵，看看媒体报道高谈阔论还行，真让他办未必会更好。我们就以刺死辱母者案来说。因为要债存在非法拘禁与威胁，于欢拿刀捅人导致一个死亡、两个重伤、一个轻伤的情况，你把那一票公知叫来，我敢拍着胸脯说，没人敢判无罪。所以我很不喜欢爱上网的学者，不好好给学生上课，动不动卖点菜、卖点酒、骂骂政府出个名。然后有案子出问题了，他们又爱煽惑说肯定无罪，这其实是根本不负责任的，根本不是法律人的做派。事实上有的学者外界看着名气大，实际上都成了学生的笑话。另一方面，有个错觉就是公检法办案子，给人感觉好像总不如记者，不如我们可以多养些记者，取消公检法了。实际上评论者往往忽略了，公检法自身受到法律的约束，而记者基本上是无法无天的。法官、检察官是一个人忙着办几百个案子，而媒体是几万人炒一个新闻。 而且一定不能忘了，在中国有个无法解释的怪现象：老百姓不喜欢去法院作证，却偏喜欢向记者爆料，导致法院与媒体掌握完全不同的事实。我有时候在体制内工作就是这样，你想找个证人出庭，他们都藏起来，说怕报复、都是邻居怕得罪人。但是媒体来了，他们又开始想着主持正义了。比如“刺死辱母者案”中也是这样，很多媒体披露的事情并没有出现在判决中，判决中也没有什么证人证言。但是媒体采访的时候，这些人又跑出来大放厥词，说就在现场目击了。这样一来，媒体审判的事实与法院认定的事实有很多出入。很多人又会回来说，你看看你们公检法，连事实都查不清。4、我这两天看新闻都觉得麻痹了。我也觉得案子可能有问题，但却不敢说话。因为舆论明成了山顶的雪球，滚下来随时砸死挡路的人。更有很多人，开始借个案拉起来仇恨，把火苗烧向了法官、检察官与办案的警察个人身上，甚至有人开始借机大肆攻击社会与体制。但是不要忘了，这仍然不过是个一审判决，二审还没有开始，现在事实怎么样、结果如何都说不好。我觉得讨论案件，仍然应该在事实与法律的范围内讨论，哪怕你对正当防卫的解释无限扩大，你认为只要别人侮辱了你，你就有权杀了他全家，这也叫正当防卫，我觉得都有讨论的余地。但是如果有人过度简化问题，把案件简写成对抗黑社会，刻画成保卫母亲，或者抽象为道德与法律，然后抛弃事实，大谈道德与正义，甚至为了宣泄不满，煽动仇恨，乘机钓誉，那才真是法律的悲哀。(文:被缚的普罗米修斯 法律读库),Thu Mar 30 14:08:03 +0800 2017,4091000895448432,法官爱民,14533, true,0,507874,m,41,37,43,507874,2919,28
4090054186283909,#刺死辱母者被判无期# 这次，我是给《南方周末》点赞的，就用毛笔写了点感想。他们真实揭露了中国基层的昏庸无能，也揭露了民间金融的灭绝人性。让我们更加清醒认识到真实而残酷的中国。但我们并不绝望，认识了真实的中国，我们亦知道珍惜自己的生活，以及心怀平静如何去做力所能及的努力，一点一滴改善我们的中国。谢谢你，@南方周末 。,Mon Mar 27 23:26:10 +0800 2017,4090054186283909,湘人李,6380, true,0,13112,m,38,17,54,13112,388,29
4089473861938104,#刺死辱母者被判无期# 历史故事：董黯有邻王寄，王嫉恨董。董黯不在家，王寄闯董家，凶残侮董母，董黯恨。母含恨亡故，董黯悲愤交加，伺机杀仇人以祭奠。丧事毕，董自首。汉和帝知后下诏&quot;释其罪，且旌异行，召拜郎官&quot;。董黯未应，但孝行传遍全国。大隐溪因此改名慈溪，即今慈溪市 晋中·榆次区 ​,Sun Mar 26 09:00:09 +0800 2017,4089473861938104,船掌柜CYU,2993, true,0,5974,f,21,14,0,5974,457,0
4089662727822617,#刺死辱母者#❶刺死辱母者❷“刺死辱母者”前后，于欢母亲公司涉借款近2000万❸山东受辱母亲为儿陈情书曝光：儿子是激情自卫❹“辱母杀人案”追踪：最高检派员调查警察是否失职渎职 山东高院已受理上诉❺最高人民检察院 派员调查于欢故意伤害案❻于欢刺杀辱母者案，哪些细节判决书没有提及？❼人民日报评辱母杀人案：法律如何回应伦理困局❽历史上3个辱母杀人案，结果都是无罪！❾我恳求判「刺死辱母者」无罪,Sun Mar 26 21:30:39 +0800 2017,4089662727822617,西安直播,56790, true,0,358277,f,45,159,349,358277,1988,511
4089569588260620,如何评价山东11名涉黑人员当儿子面侮辱其母亲 1人被刺死这件事？（附：人民日报评辱母杀人案） ​,Sun Mar 26 15:20:33 +0800 2017,4089569588260620,噗嗤大叔,5742, true,0,5501465,m,33,1224,3841,5501465,533,3215
4089895854876742,#刺死辱母者被判无期#上央视了，看于欢辩护律师怎么说～ 秒拍视频 ​,Mon Mar 27 12:57:01 +0800 2017,4089895854876742,成县陈东平,61345, true,0,101190,m,41,74,171,101190,786,151
4089873143092021,#刺死辱母者被判无期# 法律教育网司法考试刑法名师杨艳霞评于欢案【直播】 网页链接 ​,Mon Mar 27 11:26:46 +0800 2017,4089873143092021,法律教育网-司法考试,15651, true,2,69034,m,29,4,2,69034,1863,1
4099783599761691,朋友们有没有人有辱母案深度好文分享一下，不是慷慨激昂引导舆论那种[求關注][求關注] ​,Sun Apr 23 19:47:23 +0800 2017,4099783599761691,头发_tongueless,11920, false,-1,649,f,26,0,2,649,440,5
4101821217142310,#辱母杀人案进展#高利贷黑社会管了，那什么时候管下那些死不要脸的“老赖”呢，不能因为死了人，欠普通民众和银行的钱就不还了吧 ​,Sat Apr 29 10:44:10 +0800 2017,4101821217142310,4333sunshine,4128, false,-1,545,f,33,0,5,545,229,0
4089287345783634,此生谁料，于欢案（刺死辱母案）之后，城管、警察、法院三者中，城管居然成了名声最好的一个。 ​,Sat Mar 25 20:39:01 +0800 2017,4089287345783634,倒吸一口凉屁,3729, false,220,17058,m,36,11,133,17058,510,9
4089520364438019,#刺死辱母者被判无期# @最高人民检察院 @最高人民法院 母辱不能卫，国辱以何御？最高检派专员调查、最高法通报审判过程，正义也许会迟到，但绝不会缺席 ​,Sun Mar 26 12:04:57 +0800 2017,4089520364438019,财政,153, false,-1,1063,m,9,41,299,1063,100,58
4094068076485916,我已经在热搜上找不到那个辱母案的话题了，起初也没太了解，后来是被动了解到这个话题，同一时间段的乐天也是如此。现代人打开手机是一个时间，关上手机依旧平凡的过着生活，包括我现在写的这段话，大致如此，没思想，有躯体，那是一具死尸。 ​,Sat Apr 08 01:15:56 +0800 2017,4094068076485916,你们亲爱的小策,568, false,-1,54,m,23,0,3,54,350,0
4090648866722026,【比经济脱实向虚更严重的问题出现了】最近几个热点事件，从北边辉山乳业的暴跌，到山东高利贷逼债的辱母杀人案，无不是跟炒房，跟炒钱有关。在北京最热的是连续的调控，甚至躲到博鳌开个经济论坛，讨论最火爆的还是房价的话题，另外，那么多公司都开了业绩发布会，但只有地产公司的发布会受到了大家的广泛关注。昨天也有消息说，一个上市公司卖机床9年亏了1500万，今年卖了12套房赚了2000万。都说经济脱实向虚了，其实远比这可怕的多，很明显现在人心已经脱实向虚了。（齐俊杰）网页链接,Wed Mar 29 14:49:12 +0800 2017,4090648866722026,全景网,47428, true,3,552667,m,38,4,7,552667,495,8
4089544833425270,【案例启示】这又是一起载入法治新闻报道史册事件，传统媒体与社交媒体取得了高度舆论一致。这让人重提“南周精神”，秉持专业主义、公信力优势的舆论监督报道仍凸显威力。在当下复杂舆论与传媒生态下，专业报道仍有生命，发挥出社会公器作用。是扭转传统媒体议程设置被动的案例。#刺死辱母者被判无期# ​,Sun Mar 26 13:42:12 +0800 2017,4089544833425270,浩歌微语,11040, true,0,24156,m,38,1,15,24156,1970,1
4093474447766386,人民的名义里，有一句话说的好。“以前的政府，老百姓不相信会做坏事儿；现在的政府，老百姓不相信会做好事儿。”前阵子的于欢辱母案，现在的四川泸州太伏县初中生坠亡案，让我不知道应该怎么去理解“政府”，这个词的真正含义！ ​,Thu Apr 06 09:57:04 +0800 2017,4093474447766386,叶小静棒棒哒,27, false,-1,23,f,9,0,7,23,50,4
4108065487877166,#微博法律大讲堂# 《从“江西拆迁杀人”到“辱母杀人”，正义路在何方？》 前段时间，“江西干部动员拆迁身亡”的事件轰动全国，又接连发生“辱母杀人被判无期徒刑”案，激起汹涌的舆论海啸，我们惊恐地问“公正何去何从？ 从“江西拆迁杀人”到“辱母杀人”，正义路在何方？ ​,Tue May 16 16:16:39 +0800 2017,4108065487877166,北京京平律师事务所,1579, true,2,42236,m,24,7,0,42236,54,2
4093469255388917,昨天是儿子救不了母亲（于欢刺杀辱母案），今天是母亲救不了儿子（泸县校园霸凌案），明天是自身难保（人人自危）。还是努力多赚钱吧，自强是正道，否则一个狗屎 都能来踩你！ ​,Thu Apr 06 09:36:26 +0800 2017,4093469255388917,周亚南君,1528, false,-1,585,m,25,0,0,585,445,0
4093475060265785,我……我听着陈奕迅的失忆蝴蝶刷微博从辱母案到校园凌霸这些日子真的感觉心慌我的祖国啊你是怎么啦？毕竟有国才有家感到害怕 重庆·烈士墓（商圈） ​,Thu Apr 06 09:59:30 +0800 2017,4093475060265785,踏碎你,787, false,-1,78,f,9,0,8,78,119,0
4089854361166177,“辱母杀人”案，我来另类几句  网页链接  如今，护母杀人的儿子被法律重判，现在所有具有良心和正义感的人都在为这位儿子鸣不平，认为法律判罚的太重了。说真的，这个！真不是重点。 ​,Mon Mar 27 10:12:08 +0800 2017,4089854361166177,天涯社区,16641, true,3,1949461,m,39,28,74,1949461,241,271
4094207041385984,"辱母案儿子不能合理量刑, 人间炼狱便会成真现在都被山东聊城辱母案刷屏了。去年4月14日，小伙子于欢用水果刀刺伤了4名催债人，其中一人死亡。原因是——他的母亲苏银霞遭受了11名催债人的残忍侮辱。包括辱骂、抽耳光、鞋子捂嘴、甚至露出生殖器侮辱等。今年2月17日，山东省聊城市中级法院一审以故意伤害罪判处于欢无期徒刑。一时间，舆论如潮，大家纷纷为辱母案的儿子鸣不平。网友们大部分认为小伙子被判刑罚过重。法律与情理的矛盾，达到极致。美国就曾出品过表现这对终极矛盾的系列电影——《人类清除计划》这是美国最成功的惊悚片系列之一。故事被虚构在2023年的美国。美国政府为了释放公民心底的压抑和不满，特别规定每年有一天举行12小时的全国性的屠杀大狂欢。在这半天内，任何人都可以不用承担法律责任地杀戮。警察将不被调用，医院也不提供帮助。人们有冤的报冤，有仇的报仇。这天，美国会变成血腥残暴的恶土。人人都化身为癫狂的恶魔和待宰的羔羊。暴力狂在街上随意架起机枪扫射。平日不敢放肆的小混混闯入良家妇女家中，实施猥亵。在辱母案当中，催债的恶霸们也同样达到了极端的恶。他们对苏银霞说——没钱，你怎么不去卖啊。一次一百，我给你八十。他们拉屎，再将蒋银霞的头按进马桶里。但更残忍的是——这些施暴者都没有得到应得的惩罚。在《人类清除计划2》中，男主角就是在一次人类清除中失去了儿子。但残杀他儿子的罪犯却依然逍遥法外。辱母案中的催债人之一杜志浩，他曾开车撞死一名14岁的女学生。但他肇事逃逸后一直未被捕。另一边，事件的受害者。电影中的男主角，天天陷在丧子之痛中无法自拔。小伙子于欢，面对11个大汉对自己母亲的轮番凌辱，本就处于崩溃边缘。而警察又坐视不管、离开现场，他终于落入绝望的深渊。弑子、辱母，都是人生不能承受之痛。那么面对痛苦，他们有何出路？电影中，人类清除计划的真相是——虽然表面上减少了犯罪率，但实际上是美国政府拿穷人开刀来削减人口和开支、维护阶级利益的借口。因为弱小，穷人们没法保护自己。强大的欺凌弱小的。这种残酷的利益关系放在现实生活中同样适用。所谓国家公检法的存在，正是为了不让这种欺凌发生。然而，公检法又给了辱母案的于欢一家什么呢？当时，于秀荣报警后，民警进入接待室，说了一句——要账可以，但是不能动手打人。随即便离开。于秀荣回忆说——警察这时候走了，他娘俩只有死路一条。我站在车前说，他娘俩要死了咋办，你们要走就把我轧死。面对公民被非法拘禁，警方视而不见，涉嫌渎职。而于欢也被法院判处无期徒刑。在这种情况下，有句古训曰——以牙还牙，以眼还眼。子不复仇，非子也。——语出《春秋·公羊传》电影里的男主和于欢一样，在极端情况下没有别的选择。以暴制暴是他们唯一能够解脱的出路。但以暴制暴，虽是选择，却是可悲的选择。济南公安，面对舆论发博——但法与情的分界线何以如此清晰？所有人都是情感动物，只要与人相关，便与情相关。今天，面对一个儿子和一个母亲经历的人间炼狱，爷想说——法治和公理不应被抛弃。但，法治更应当具有人伦的温度。法律是冰冷的，但法律精神是有温度的。任何执法不当与裁判不公，都是对法律精神的背叛与戕害。我们尊重法律，但我们拒绝不公。辱母案中，存在诸多不公的疑点——苏银霞被要求归还的高利贷月息远超过国家规定的合法年息；催债人涉嫌非法拘禁；死者杜志浩因自身因素耽误救治、且负罪在身；警察不作为、涉嫌渎职；还有于欢究竟是正当防卫、防卫过当还是故意伤害，尚待考量。我们恳求一个有温度的能让民众信服的司法判决，能对于欢合理量刑。否则，一旦民众对司法失去信任，没人再认为法律能为正义负责之时，人类清除计划一般的人间炼狱就真的不远了。在电影的末尾，清除计划时间到的警报拉响。医生出动，受伤的人们得到救治。那时，不是对某人的判决，而是人世间尚存的温情给了人类重新活下去的希望。",Sat Apr 08 10:28:09 +0800 2017,4094207041385984,刘氏悟,27, false,-1,24,m,8,1,17,24,58,4
4089504832880573,#刺死辱母者被判无期#这事我想百分之99做儿子的都会疯的，是死者先挑衅这个做儿子的心里底线的，不管怎么说都是一个社会悲剧，呼吁中国政府加强德育教育，一切向钱看的社会其实就是个不正常的社会。 ​,Sun Mar 26 11:03:14 +0800 2017,4089504832880573,A股实战板教授,3178, true,0,5251,m,32,3,29,5251,273,1
4089677881341744,#刺死辱母案追踪# “刀刺辱母者案”：司法要给人伦留空间_法治中国_中国网  “刀刺辱母者案”：司法要给人伦留空间 ​,Sun Mar 26 22:30:52 +0800 2017,4089677881341744,全国刑事辩护律师黄成昌,20314, true,0,432149,m,35,1,4,432149,2138,0
4089614572550553,比辱母杀人案更离奇的判例:目睹妻子遭人强暴，丈夫愤怒下，拿菜刀砍死了施暴者。而丈夫最终付出了被判无期徒刑的下场。。。。强奸本是无限防卫权，但因施暴者已提起裤子，请问:要施暴者一边强奸，一边与丈夫撕打，才算正当防卫吗?正当防卫真是个高科技 ​,Sun Mar 26 18:19:18 +0800 2017,4089614572550553,醒来的大鸦,25223, true,0,56184,m,31,2536,461,56184,828,701
4090578277265730,#刺死辱母者被判无期# 云孝子们已经理屈词穷，就那么几句脏话来回骂我，一言不合就要掏生殖器。。。我在想你们的生殖器有几厘米，那么想拿出来显摆？一群社会最底层的人，无文化，不懂法，不会思考，不能读书，更不懂尊重别人。你们懦弱无知，只敢在键盘上骂脏字，那些说要对我怎么样怎么样的，我还真希望你们真的行动起来，至少来证明一下你们的骨气。你们跟那几个讨债的其实并无区别，你们只敢杀死跟你们差不多水平的人。中国搞什么民主？那几千万毫无辨别能力，听风就是雨的公民，他们来投票，老赖苏银霞都能选出来当省长。。。国家是人民的国家，但却不是愚民的国家。若无law &amp; order，这些人早就上街打砸抢。法治，是现今历史社会环境下中国唯一的出路！老赖苏银霞欠了几千万就是不还，老实人跟她打官司，法院让她赔钱，她有钱也不赔。遇到狠的找了讨债公司，又变成了受伤的小羊。。。你们云孝子们能不能先筹几千万替你们老赖的娘把欠的债先还清了？期待高院还原真相，希望二审严正法制，希望恶人遭到报应，但愿好人不蒙冤。不能再打击和侮辱中国的公检法了，国家机器的权威是社会稳定的基石，我们都这在基石之上站着呢。,Wed Mar 29 10:08:43 +0800 2017,4090578277265730,普渡哥,9626, true,0,95886,m,35,28,100,95886,1112,296
4089674341476972,#刺死辱母者案# 我们为之奋战的，不是想改变世界，而是不让这个世界改变我们。这是电影熔炉的一句结语！无论是熔炉、素媛，还是此次的辱母杀人案，都有一个共同之处，当我们历经坎坷寻求正义维权，处理结果却让人绝望，此时有多少人会被逼入绝境？才会义无反顾拿命去解决，这些都是值得我们思考的问题 ​,Sun Mar 26 22:16:48 +0800 2017,4089674341476972,薇薇昕雨-,543, false,-1,1146,f,20,3,3,1146,263,0
